Timestamp,Device,Region,Language,Index,Tag,Expected (English),Expected (Local),Actual Detected,Verdict,Error Message,ROI Image,Remark by Adib,Verify by Adib
2026-04-05 18:54:27,ION1,ENGLISH,English,885,FSI_50M_SELECTED,50MINS SELECTED,50MINS SELECTED,1 MAIN SELECTED (Conf: 80.0%),WARN,Mismatch (Conf: 80.0%): Text misspelled or completely changed.,,"truncated, Fail",TRUE
2026-04-05 18:55:15,ION30,APAC,Traditional Chinese,886,FSI_55M_SELECTED,55MINS SELECTED,55 分 已選取,55分 已連線 (Conf: 66.7%),FAIL,Mismatch (Conf: 66.7%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 18:56:27,ION1,ENGLISH,English,887,FSI_60M_SELECTED,60MINS SELECTED,60MINS SELECTED,6MINS SELEC... (Conf: 75.9%),WARN,Mismatch (Conf: 75.9%): Text misspelled or completely changed.,,"truncated, Fail",TRUE
2026-04-05 18:57:15,ION30,APAC,Traditional Chinese,888,FSI_DL_MUTE_MODE,MUTE,靜音,請言 (Conf: 0.0%),FAIL,Mismatch (Conf: 0.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 18:57:57,ION1,ENGLISH,English,889,FSI_FL_MUTE_MODE,MUTE ON/OFF,MUTE ON/OFF,MUTE ON/OFF (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 18:58:44,ION30,APAC,Traditional Chinese,890,FSI_SIGN_IN_REQUIRED,SIGN IN REQUIRED,必須 登入,必有當人 (Conf: 22.2%),FAIL,Mismatch (Conf: 22.2%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 18:59:19,ION1,ENGLISH,English,891,FSI_RADIO_KILLED,RADIO KILLED,RADIO KILLED,RADIO KILLED (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 18:59:29,ION30,APAC,Traditional Chinese,892,FSI_USER_LOGGED_OFF,USER LOG OFF,使用者 已登出,使用者 已登出 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 19:00:40,ION1,ENGLISH,English,893,FSI_KEYPAD_VIBRATE_ON,KEYPAD VIBRATE ON,KEYPAD VIBRATE ON,PAD VIBRATE O1 (Conf: 83.9%),WARN,Mismatch (Conf: 83.9%): Text misspelled or completely changed.,,"truncated, Fail",TRUE
2026-04-05 19:01:29,ION30,APAC,Traditional Chinese,894,FSI_KEYPAD_VIBRATE_OFF,KEYPAD VIBRATE OFF,按鍵震動 關閉,按建廣動闗門 (Conf: 30.8%),FAIL,Mismatch (Conf: 30.8%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 19:02:04,ION1,ENGLISH,English,895,FSI_BATTERY_FULL,BATTERY FULL,BATTERY FULL,BATTERY FULL (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 19:02:13,ION30,APAC,Traditional Chinese,896,FSI_BATTERY_ERROR,BATTERY ERROR,電池 錯誤,電池 錯誤 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 19:02:49,ION1,ENGLISH,English,897,FSI_3S_SELECTED,3S SELECTED,3S SELECTED,3S SELECTED (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 19:03:38,ION30,APAC,Traditional Chinese,898,FSI_4S_SELECTED,4S SELECTED,4 秒 已選取,4秒 已選取 (Conf: 92.3%),WARN,Mismatch (Conf: 92.3%): Text misspelled or completely changed.,,Manage to detect specing,TRUE
2026-04-05 19:04:51,ION1,ENGLISH,English,899,FSI_GLOVE_MODE_ON,GLOVE MODE ON,GLOVE MODE ON,GLOVE MODE... (Conf: 76.9%),WARN,Mismatch (Conf: 76.9%): Text misspelled or completely changed.,,"truncated, Fail",TRUE
2026-04-05 19:05:42,ION30,APAC,Traditional Chinese,900,FSI_GLOVE_MODE_OFF,GLOVE MODE OFF,手套模式 關閉,手動模式 關閉 (Conf: 85.7%),WARN,Mismatch (Conf: 85.7%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 19:06:54,ION1,ENGLISH,English,901,FSI_DL_RESPONSE_INHIBIT,RS-INH,RS-INH,FS-1NH (Conf: 66.7%),FAIL,Mismatch (Conf: 66.7%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 19:07:03,ION30,APAC,Traditional Chinese,902,FSI_DL_RESPONSE_INHIBIT_BELIZE,RSP INH,禁止回應,禁止回應 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 19:07:39,ION1,ENGLISH,English,903,FSI_DL_RESPONSE_INHIBIT_MALTA,RSP INHIBIT,RSP INHIBIT,RSP INHIBIT (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 19:07:49,ION30,APAC,Traditional Chinese,904,FSI_FL_RESPONSE_INHIBIT,RESPONSE INHIBIT,禁止回應,禁止回應 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 19:09:03,ION1,ENGLISH,English,905,FSI_RESPONSE_INHIBIT_ON,RES INHIBIT ON,RES INHIBIT ON,BZS INHIBIT ON (Conf: 85.7%),WARN,Mismatch (Conf: 85.7%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 19:09:51,ION30,APAC,Traditional Chinese,906,FSI_RESPONSE_INHIBIT_OFF,RES INHIBIT OFF,回應禁止關閉,回 應 禁 止 關 閉 (Conf: 70.6%),WARN,Mismatch (Conf: 70.6%): Text misspelled or completely changed.,,Manage to detect specing,TRUE
2026-04-05 19:10:25,ION1,ENGLISH,English,908,FSI_TONGA_EALT_TEST,EALT,EALT,EALT (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 19:11:11,ION30,APAC,Traditional Chinese,909,FSI_FACE_DOWN_MUTE_ON,FACEDOWN MUTE ON,面朝下靜音 開啟,面朝下靜音 (Conf: 76.9%),WARN,Mismatch (Conf: 76.9%): Missing part of the expected text.,,Double check original,TRUE
2026-04-05 19:12:26,ION1,ENGLISH,English,910,FSI_FACE_DOWN_MUTE_OFF,FACEDOWN MUTE OFF,FACEDOWN MUTE OFF,FACEDOWN MUTT (Conf: 80.0%),WARN,Mismatch (Conf: 80.0%): Text misspelled or completely changed.,,"truncated, Fail",TRUE
2026-04-05 19:13:15,ION30,APAC,Traditional Chinese,911,FSI_TIME_HALF_H_SELECTED,0.5 HOUR SELECTED,0.5 小時 已選取,1.5 小時 已選取 (Conf: 90.0%),WARN,Mismatch (Conf: 90.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 19:14:28,ION1,ENGLISH,English,912,FSI_TIME_1H_SELECTED,1 HOUR SELECTED,1 HOUR SELECTED,4 HOUR SELEC... (Conf: 73.3%),WARN,Mismatch (Conf: 73.3%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 19:15:16,ION30,APAC,Traditional Chinese,913,FSI_TIME_1H_HALF_SELECTED,1.5 HOURS SELECTED,1.5 小時 已選取,15小時已選取 (Conf: 82.4%),WARN,Mismatch (Conf: 82.4%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 19:16:31,ION1,ENGLISH,English,914,FSI_TIME_2H_SELECTED,2 HOURS SELECTED,2 HOURS SELECTED,2 HOURS SELE... (Conf: 77.4%),WARN,Mismatch (Conf: 77.4%): Text misspelled or completely changed.,,"truncated, Fail",TRUE
2026-04-05 19:17:21,ION30,APAC,Traditional Chinese,915,FSI_TIME_2H_HALF_SELECTED,2.5 HOURS SELECTED,2.5 小時 已選取,25小時已達 (Conf: 62.5%),FAIL,Mismatch (Conf: 62.5%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 19:18:34,ION1,ENGLISH,English,916,FSI_TIME_3H_SELECTED,3 HOURS SELECTED,3 HOURS SELECTED,6 HOURS SELE... (Conf: 71.0%),WARN,Mismatch (Conf: 71.0%): Text misspelled or completely changed.,,"truncated, Fail",TRUE
2026-04-05 19:19:23,ION30,APAC,Traditional Chinese,917,FSI_TIME_3H_HALF_SELECTED,3.5 HOURS SELECTED,3.5 小時 已選取,3.5小時已達 (Conf: 70.6%),WARN,Mismatch (Conf: 70.6%): Text misspelled or completely changed.,,Manage to detect specing,TRUE
2026-04-05 19:20:34,ION1,ENGLISH,English,918,FSI_TIME_4H_SELECTED,4 HOURS SELECTED,4 HOURS SELECTED,↘ HOURS SELE... (Conf: 71.0%),WARN,Mismatch (Conf: 71.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 19:21:23,ION30,APAC,Traditional Chinese,919,FSI_TIME_4H_HALF_SELECTED,4.5 HOURS SELECTED,4.5 小時 已選取,15小時 已達 (Conf: 58.8%),FAIL,Mismatch (Conf: 58.8%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 19:22:34,ION1,ENGLISH,English,920,FSI_TIME_5H_SELECTED,5 HOURS SELECTED,5 HOURS SELECTED,5 HOURS SELE... (Conf: 77.4%),WARN,Mismatch (Conf: 77.4%): Text misspelled or completely changed.,,"truncated, Fail",TRUE
2026-04-05 19:23:22,ION30,APAC,Traditional Chinese,921,FSI_TIME_5H_HALF_SELECTED,5.5 HOURS SELECTED,5.5 小時 已選取,5.5 小時 已選 (Conf: 94.7%),WARN,Mismatch (Conf: 94.7%): Missing part of the expected text.,,Double check original,TRUE
2026-04-05 19:24:35,ION1,ENGLISH,English,922,FSI_TIME_6H_SELECTED,6 HOURS SELECTED,6 HOURS SELECTED,4 HOURS SELECT (Conf: 86.7%),WARN,Mismatch (Conf: 86.7%): Text misspelled or completely changed.,,"truncated, Fail",TRUE
2026-04-05 19:25:22,ION30,APAC,Traditional Chinese,923,FSI_WIFI_ON_CONNECTED,WI-FI ON CONNECTED,Wi-Fi 開啟 已連線,NO_TEXT (Conf: 0.0%),FAIL,Mismatch (Conf: 0.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 19:26:33,ION1,ENGLISH,English,924,FSI_WIFI_ON_DISCONNECTED,WI-FI ON DISCONNECTED,WI-FI ON DISCONNECTED,WI-FI ON DISC... (Conf: 70.3%),WARN,Mismatch (Conf: 70.3%): Text misspelled or completely changed.,,"truncated, Fail",TRUE
2026-04-05 19:27:19,ION30,APAC,Traditional Chinese,925,FSI_WIFI_IS_OFF,WI-FI OFF,Wi-Fi 關閉,WI-FI 開啟 (Conf: 75.0%),WARN,Mismatch (Conf: 75.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 19:27:54,ION1,ENGLISH,English,926,FSI_TONGA_TELEGRAM,TEL,TEL,TEL (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 19:28:11,ION30,ENGLISH,English,927,FSI_TONGA_END,END,END,END (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 19:28:46,ION1,ENGLISH,English,928,FSI_TG_KEYPAD_TONE_ON,TONE ON,TONE ON,TONE ON (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 19:28:54,ION30,APAC,Traditional Chinese,929,FSI_TG_KEYPAD_VIBRATE_ON,VIBRATE ON,震動 開啟,震動 開啟 (Conf: 100.0%),PASS,,,Double check original,TRUE
2026-04-05 19:30:05,ION1,ENGLISH,English,930,FSI_TG_KEYPAD_TONE_VIBRATE_OFF,TONE&VIBRATE OFF,TONE&VIBRATE OFF,TONE&VIBRAT... (Conf: 73.3%),WARN,Mismatch (Conf: 73.3%): Text misspelled or completely changed.,,"truncated, Fail",TRUE
2026-04-05 19:30:52,ION30,APAC,Traditional Chinese,931,FSI_PURCHASE_REQUIRED,PURCHASE REQUIRED,需要 購買,需要 請問 (Conf: 60.0%),FAIL,Mismatch (Conf: 60.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 19:32:06,ION1,ENGLISH,English,932,FSI_WIFI_DISABLED_FOR_LOW_BATT,WI-FI DISABLED FOR LOW BATTERY,WI-FI DISABLED FOR LOW BATTERY,WI-FI DISABLE... (Conf: 56.5%),FAIL,Mismatch (Conf: 56.5%): Text misspelled or completely changed.,,"truncated, Fail",TRUE
2026-04-05 19:32:54,ION30,APAC,Traditional Chinese,933,FSI_WAVE_CONNECTING,CONNECTING...,連接中...,連接中 (Conf: 66.7%),FAIL,Mismatch (Conf: 66.7%): Missing part of the expected text.,,Fail to detect,TRUE
2026-04-05 19:33:47,ION1,ENGLISH,English,934,FSI_WAVE_SERVER_UNREACHABLE,WAVE5K LOST,WAVE5K LOST,WAVE5K LOST (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 19:34:33,ION30,APAC,Traditional Chinese,935,FSI_WAVE_INVALID_SVR_INFO,INVALID LOGIN,登入無效,登人三救 (Conf: 25.0%),FAIL,Mismatch (Conf: 25.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 19:35:44,ION1,ENGLISH,English,936,FSI_WAVE_CHANNEL_INACTIVATED,INACTIVE CHANNEL,INACTIVE CHANNEL,INACTIVE CHA... (Conf: 77.4%),WARN,Mismatch (Conf: 77.4%): Text misspelled or completely changed.,,"truncated, Fail",TRUE
2026-04-05 19:35:53,ION30,APAC,Traditional Chinese,937,FSI_FL_WAVE_CHAN,WAVE5K CH,WAVE5K 頻道,WAVE5K 頻道 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 19:36:29,ION1,ENGLISH,English,938,FSI_DL_WAVE_CHAN,W-CH,W-CH,W-CH (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 19:37:15,ION30,ENGLISH,English,939,FSI_DL_POR_WAVE_CHAN,W-CH,W-CH,WN-CH (Conf: 88.9%),WARN,Mismatch (Conf: 88.9%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 19:38:27,ION1,ENGLISH,English,940,FSI_WAVE_CALL_FAIL_SVR_DISCONNECTED,SERVER DISCONNECTED,SERVER DISCONNECTED,DISCONNECTED (Conf: 77.4%),WARN,Mismatch (Conf: 77.4%): Missing part of the expected text.,,"truncated, Fail",TRUE
2026-04-05 19:39:14,ION30,APAC,Traditional Chinese,941,FSI_WAVE_CALL_FAIL_CH_INACTIVE,WAVE5K CH INACTIVE,WAVE5K 頻道 無法作用,V25K 頻道 無法 (Conf: 75.0%),WARN,Mismatch (Conf: 75.0%): Text misspelled or completely changed.,,"truncated, Fail",TRUE
2026-04-05 19:40:26,ION1,ENGLISH,English,942,FSI_IMPRES_BATTERY_VERTEX,VERTEX BATTERY,VERTEX BATTERY,NO_TEXT (Conf: 38.1%),FAIL,Mismatch (Conf: 38.1%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 19:41:13,ION30,APAC,Traditional Chinese,943,FSI_NON_IMPRES_BATTERY_VERTEX,UNSUPPORTED BATTERY,,[No visible text detected] (Conf: 0.0%),FAIL,Mismatch (Conf: 0.0%): Extra text detected: '[No visible text detected]',,Remove this from batch file,TRUE
2026-04-05 19:42:26,ION1,ENGLISH,English,944,FSI_SMART_ACCESSORY_VERTEX,VERTEX ACCESSORY,VERTEX ACCESSORY,3TEX ACCESSOR (Conf: 82.8%),WARN,Mismatch (Conf: 82.8%): Text misspelled or completely changed.,,"truncated, Fail",TRUE
2026-04-05 19:43:17,ION30,APAC,Traditional Chinese,945,FSI_3RDPARTY_CONN_MODE_MOTOROLA_VERTEX,VERTEX,,(No visible text detected) (Conf: 0.0%),FAIL,Mismatch (Conf: 0.0%): Extra text detected: '(No visible text detected)',,Remove this from batch file,TRUE
2026-04-05 19:44:30,ION1,ENGLISH,English,946,FSI_3RDPARTY_CONN_MODE_MOTOROLA_SELECTED_VERTEX,VERTEX SELECTED,VERTEX SELECTED,VERTEX SELE... (Conf: 75.9%),WARN,Mismatch (Conf: 75.9%): Text misspelled or completely changed.,,"truncated, Fail",TRUE
2026-04-05 19:45:17,ION30,APAC,Traditional Chinese,949,FSI_CALL_QUEUE,CALL IN QUEUE,撥入佇列,插入佇列 (Conf: 75.0%),WARN,Mismatch (Conf: 75.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 19:46:32,ION1,ENGLISH,English,950,FSI_TONGA_AFM_TEST,AFM,AFM,A CH 1 (Conf: 22.2%),FAIL,Mismatch (Conf: 22.2%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 19:46:40,ION30,APAC,Traditional Chinese,951,FSI_DL_CALL_PRIORITY,CAL_P,優先,優先 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 19:47:51,ION1,ENGLISH,English,952,FSI_DL_CALL_POR_PRIORITY,CAL_PRIO,CAL_PRIO,CAL PRIO (Conf: 87.5%),WARN,Mismatch (Conf: 87.5%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 19:48:01,ION30,APAC,Traditional Chinese,953,FSI_CALL_PRIORITY_NORMAL,NORMAL PRI,一般優先順序,一般優先順序 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 19:48:37,ION1,ENGLISH,English,954,FSI_CALL_PRIORITY_HIGH,HIGH PRI,HIGH PRI,HIGH PRI (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 19:48:46,ION30,APAC,Traditional Chinese,955,FSI_JOB_TICKETS_REPLY_GUIDE_5,TO ADD COMMENTS,以新增註解,以新增註解 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 19:49:21,ION1,ENGLISH,English,956,FSI_WIFI_DISABLE_TITLE,WI-FI DISABLED,WI-FI DISABLED,WI-FI DISABLED (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 19:50:08,ION30,APAC,Traditional Chinese,957,FSI_POWER_OPTIMIZED,POWER OPTIMIZED FOR TX.,Tx 電源最佳化。,電纜最佳化 (Conf: 57.1%),FAIL,Mismatch (Conf: 57.1%): Text misspelled or completely changed.,,Check original,TRUE
2026-04-05 19:51:23,ION1,ENGLISH,English,958,FSI_CHARGE_TO_RESOLVE,CHARGE TO RESOLVE.,CHARGE TO RESOLVE.,CHARGE TO R... (Conf: 75.0%),WARN,Mismatch (Conf: 75.0%): Text misspelled or completely changed.,,"truncated, Fail",TRUE
2026-04-05 19:52:12,ION30,ENGLISH,English,959,FSI_WIFI_SEC_MODE_WPA_ENTERPRISE,WPA/WPA2 ENT,WPA/WPA2 ENT,WFA/WPA2E:11 (Conf: 66.7%),FAIL,Mismatch (Conf: 66.7%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 19:52:48,ION1,ENGLISH,English,960,FSI_PHASE2_AUTHENTICATION,PHASE 2 AUTH,PHASE 2 AUTH,PHASE 2 AUTH (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 19:52:57,ION30,APAC,Traditional Chinese,961,FSI_EAP_METHOD,EAP METHOD,EAP 方法,EAP 方法 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 19:54:10,ION1,ENGLISH,English,962,FSI_REQUEST_IN_PROGRESS,REQUEST IN PROGRESS...,REQUEST IN PROGRESS...,IN PROGRESS (Conf: 66.7%),FAIL,Mismatch (Conf: 66.7%): Missing part of the expected text.,,"truncated, Fail",TRUE
2026-04-05 19:54:26,ION30,APAC,Traditional Chinese,963,FSI_CERT_SERIAL_NUM,SERIAL NUMBER,序號,序號 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 19:55:01,ION1,ENGLISH,English,964,FSI_CERT_SUBJECT,SUBJECT,SUBJECT,SUBJECT (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 19:55:08,ION30,APAC,Traditional Chinese,965,FSI_CERT_ISSUER,ISSUER,發行者,發行者 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 19:55:43,ION1,ENGLISH,English,966,FSI_CERT_VALID_FROM,VALID FROM,VALID FROM,VALID FROM (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 19:55:52,ION30,APAC,Traditional Chinese,967,FSI_CERT_VALID_TO,VALID TO,有效結束日期,有效結束日期 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 19:56:28,ION1,ENGLISH,English,968,FSI_CERT_COMMON_NAME,COMMON NAME,COMMON NAME,COMMON NAME (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 19:56:37,ION30,APAC,Traditional Chinese,969,FSI_ANONYMOUS_IDENTITY,ANONYMOUS IDENTITY,匿名 身分識別,匿名 身分識別 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 19:57:50,ION1,ENGLISH,English,970,FSI_SERVER_UNAVAILABLE,SERVER IS UNAVAILABLE,SERVER IS UNAVAILABLE,TS UNAVAILABLE (Conf: 74.3%),WARN,Mismatch (Conf: 74.3%): Text misspelled or completely changed.,,"truncated, Fail",TRUE
2026-04-05 19:58:37,ION30,APAC,Traditional Chinese,971,FSI_INVALID_CERTIFICATE,INVALID CERT,無效憑證,無效頻道 (Conf: 50.0%),FAIL,Mismatch (Conf: 50.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 19:59:13,ION1,ENGLISH,English,972,FSI_REQUEST_COMPLETED,COMPLETED,COMPLETED,COMPLETED (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 19:59:58,ION30,APAC,Traditional Chinese,973,FSI_CERT_STATUS_PENDING_TITLE,PENDING,擱置,擺置 (Conf: 50.0%),FAIL,Mismatch (Conf: 50.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 20:00:34,ION1,ENGLISH,English,974,FSI_REJECTED_TITLE,REJECTED,REJECTED,REJECTED (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 20:01:20,ION30,APAC,Traditional Chinese,975,FSI_IDENTITY,IDENTITY,身分識別,勇分 超兄快 (Conf: 20.0%),FAIL,Mismatch (Conf: 20.0%): Text misspelled or completely changed.,,check original,TRUE
2026-04-05 20:01:54,ION1,ENGLISH,English,976,FSI_READY,READY,READY,READY (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 20:02:39,ION30,ENGLISH,English,977,FSI_WIFI_EAP_TLS,TLS,TLS,16 (Conf: 0.0%),FAIL,Mismatch (Conf: 0.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 20:03:21,ION1,ENGLISH,English,978,FSI_WIFI_EAP_TTLS,TTLS,TTLS,TTLS (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 20:04:07,ION30,ENGLISH,English,979,FSI_WIFI_EAP_PEAP,PEAP,PEAP,REAF (Conf: 50.0%),FAIL,Mismatch (Conf: 50.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 20:04:41,ION1,ENGLISH,English,980,FSI_WIFI_PHASE2_PAP,PAP,PAP,PAP (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 20:05:25,ION30,ENGLISH,English,981,FSI_WIFI_PHASE2_CHAP,CHAP,CHAP,CHAR (Conf: 75.0%),WARN,Mismatch (Conf: 75.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 20:05:59,ION1,ENGLISH,English,982,FSI_WIFI_PHASE2_MSCHAP,MSCHAP,MSCHAP,MSCHAP (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 20:06:43,ION30,ENGLISH,English,983,FSI_WIFI_PHASE2_MSCHAPV2,MSCHAPV2,MSCHAPV2,MSC V2 (Conf: 71.4%),WARN,Mismatch (Conf: 71.4%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 20:07:18,ION1,ENGLISH,English,984,FSI_STATUS_INVALID_CA_CERTIFICATE,INVALID CERT,INVALID CERT,INVALID CERT (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 20:07:28,ION30,APAC,Traditional Chinese,985,FSI_STATUS_INVALID_PASSWORD,INVALID PASSWORD,無效 密碼,無效 密碼 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 20:08:02,ION1,ENGLISH,English,986,FSI_CERT_STATUS,STATUS,STATUS,STATUS (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 20:08:49,ION30,APAC,Traditional Chinese,987,FSI_WIFI_EAP_NONE,NONE,無,"Unsupported media type found. Ignoring non-image media. The image provided is too unclear or too dark for me to reliably extract exact text following the strict guidelines you've outlined. If you can provide a clearer and brighter image of the screen, I will do my best to assist you. (Conf: 0.0%)",FAIL,Mismatch (Conf: 0.0%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 20:10:01,ION1,ENGLISH,English,988,FSI_CPS_CONFIGURE_ONLY,CONFIGURE ONLY WITH CPS/RM,CONFIGURE ONLY WITH CPS/RM,CONFIGURE O... (Conf: 55.0%),FAIL,Mismatch (Conf: 55.0%): Text misspelled or completely changed.,,"truncated, Fail",TRUE
2026-04-05 20:10:13,ION30,APAC,Traditional Chinese,989,FSI_REQUEST_COMPLETED_TITLE,COMPLETED,已完成,已完成 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 20:10:48,ION1,ENGLISH,English,990,FSI_CERT_STATUS_PENDING,PENDING,PENDING,PENDING (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 20:10:57,ION30,APAC,Traditional Chinese,991,FSI_REJECTED,REJECTED,已拒絕,已拒絕 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 20:11:32,ION1,ENGLISH,English,992,FSI_FRDLY_NAME_TITLE,CERT NAME,CERT NAME,CERT NAME (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 20:11:40,ION30,APAC,Traditional Chinese,993,FSI_ISSUED_TO_TITLE,ISSUED TO,發行對象,發行對象 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 20:12:14,ION1,ENGLISH,English,994,FSI_ISSUED_BY_TITLE,ISSUED BY,ISSUED BY,ISSUED BY (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 20:12:24,ION30,APAC,Traditional Chinese,995,FSI_ENR_NOT_ALLOWED,ENROLL NOT ALLOWED,不允許 註冊,不允許 註冊 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 20:12:58,ION1,ENGLISH,English,996,FSI_ENR_FAILED,ENROLL FAILED,ENROLL FAILED,ENROLL FAILED (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 20:13:07,ION30,APAC,Traditional Chinese,997,FSI_ENR_NOT_ALLOWED_TITLE,ENROLL NOT ALLOWED,不允許 註冊,不允許 註冊 (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 20:13:42,ION1,ENGLISH,English,998,FSI_ENR_FAILED_TITLE,ENROLL FAILED,ENROLL FAILED,ENROLL FAILED (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 20:14:11,ION30,ENGLISH,English,1000,FSI_OVCM_CALL,OVCM,OVCM,OVCM (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 20:15:23,ION1,ENGLISH,English,1001,FSI_UNKNOWN_BATTERY,UNKNWN BATT,UNKNWN BATT,UNKNOWN BATT (Conf: 95.7%),WARN,Mismatch (Conf: 95.7%): Text misspelled or completely changed.,,Fail to detect,TRUE
2026-04-05 20:15:33,ION30,APAC,Traditional Chinese,1002,FSI_DGNA_ASSIGNED,DGNA ASSGNED,已指派 DGNA,已指派 DGNA (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 20:16:08,ION1,ENGLISH,English,1003,FSI_DGNA_REMOVED,DGNA REMOVED,DGNA REMOVED,DGNA REMOVED (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 20:16:16,ION30,ENGLISH,English,1004,FSI_DL_WAVE_MODE,WAVE,WAVE,WAVE (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 20:16:51,ION1,ENGLISH,English,1005,FSI_FL_WAVE_MODE,WAVE,WAVE,WAVE (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 20:17:08,ION30,ENGLISH,English,1006,FSI_DL_RADIO_MODE,RADIO,RADIO,Radio (Conf: 100.0%),PASS,,,,TRUE
2026-04-05 20:17:43,ION1,ENGLISH,English,1007,FSI_FL_RADIO_MODE,RADIO,RADIO,RADIO (Conf: 100.0%),PASS,,,,TRUE
